survived,pclass,sex,age,sibsp,parch,ticket,fare,embarked
0,3,0,14,4,1,3101295,39,2
0,3,0,19,0,0,349228,10,2
0,3,0,18,0,0,350036,7,2
1,1,1,15,0,1,24160,211,2
1,1,0,31,1,0,17474,57,2
1,3,1,4,0,1,349256,13,0
1,3,0,23.841697430498307,0,0,1601,56,2
0,3,0,25,0,0,2672,7,0
0,1,0,60,0,0,113800,26,2
0,2,0,52,0,0,248731,13,2
0,3,0,44,0,0,363592,8,2
1,3,1,22.08722004371776,0,0,35852,7,1
0,1,0,49,1,1,17421,110,0
0,3,0,42,0,0,348121,7,2
1,1,1,18,1,0,17757,227,0
1,1,0,35,0,0,17475,26,2
0,3,1,18,0,1,2691,14,0
0,3,0,25,0,0,36864,7,1
0,3,0,26,1,0,350025,7,2
0,2,0,39,0,0,250655,26,2
1,2,1,45,0,0,223596,13,2
1,1,0,42,0,0,17476,26,2
1,1,1,22,0,0,113781,151,2
1,3,0,15.516716354103984,1,1,2661,15,0
1,1,1,24,0,0,17482,49,0
0,1,0,40.42016043540148,0,0,113028,26,2
1,1,0,48,1,0,19996,52,2
0,3,0,29,0,0,7545,9,2
0,2,0,52,0,0,250647,13,2
0,3,0,19,0,0,348124,7,2
1,1,1,38,0,0,17757,227,0
1,2,1,27,0,0,34218,10,2
0,3,0,25.648968754693808,0,0,36568,15,1
0,3,0,33,0,0,347062,7,2
1,2,1,6,0,1,248727,33,2
0,3,0,17,1,0,350048,7,2
0,2,0,34,0,0,12233,13,2
0,2,0,50,0,0,250643,13,2
1,1,0,27,1,0,113806,53,2
0,3,0,20,0,0,315094,8,2
1,2,1,30,3,0,31027,21,2
1,3,1,22.102244450570705,0,0,36866,7,1
0,2,0,25,1,0,236853,26,2
0,3,1,25,1,0,3101271,7,2
1,1,1,29,0,0,24160,211,2
0,3,0,11,0,0,2699,18,0
0,2,0,33.70577758246726,0,0,239855,0,2
0,2,0,23,0,0,28425,13,2
0,2,0,23,0,0,233639,13,2
0,3,0,28,0,0,54636,16,2
0,3,1,48,1,3,6608,34,2
1,1,0,35,0,0,17755,512,0
0,3,0,27.902892937539086,0,0,349201,7,2
0,3,0,27.90289809461672,0,0,349218,7,2
1,1,0,42.361952474981244,0,0,16988,30,2
0,1,0,36,1,0,19877,78,2
1,1,1,21,2,2,17608,262,0
0,3,0,24,1,0,376566,16,2
1,3,0,31,0,0,3101288,7,2
0,1,0,70,1,1,5735,71,2
0,3,0,16,1,1,2673,20,2
1,2,1,30,0,0,250648,13,2
0,1,0,19,1,0,113773,53,2
0,3,0,31,0,0,335097,7,1
1,2,1,4,1,1,29103,23,2
1,3,0,6,0,1,392096,12,2
0,3,0,33,0,0,345780,9,2
0,3,0,23,0,0,349204,7,2
1,2,1,48,1,2,220845,65,2
1,2,0,0,1,1,250649,14,2
0,3,0,28,0,0,350042,7,2
0,2,0,18,0,0,29108,11,2
0,3,0,34,0,0,363294,8,2
1,1,1,33,0,0,110152,86,2
0,3,0,27.178304403144185,0,0,358585,14,2
0,3,0,41,0,0,3101272,7,2
1,3,0,20,0,0,2663,7,0
1,1,1,36,1,2,113760,120,2
0,3,0,16,0,0,347074,7,2
1,1,1,51,1,0,13502,77,2
0,1,0,45.07468346979068,0,0,112379,39,0
0,3,1,30,0,0,364850,7,1
0,3,0,25.161895802289166,1,0,371110,24,1
0,3,0,32,0,0,8471,8,2
0,3,0,24,0,0,345781,9,2
0,3,0,48,0,0,350047,7,2
0,2,1,57,0,0,3,10,2
0,3,0,23.774095953095237,0,0,2674,7,0
1,2,1,54,1,3,29105,23,2
0,3,0,18,0,0,347078,7,2
0,3,0,31.49276942866259,0,0,383121,7,1
1,3,1,5,0,0,364516,12,2
0,3,0,26.298810413907997,0,0,36865,7,1
1,1,1,43,0,1,24160,211,2
1,3,1,13,0,0,2687,7,0
1,1,1,17,1,0,17474,57,2
0,1,0,29,0,0,113501,30,2
0,3,0,22.7293847190921,1,2,6607,23,2
0,3,0,25,0,0,3101312,7,2
0,3,0,25,0,0,374887,7,2
1,3,1,18,0,0,3101265,7,2
0,3,0,8,4,1,382652,29,1
1,3,0,1,1,2,2315,20,2
0,1,0,46,0,0,17593,79,0
0,3,0,25.932727025446617,0,0,12460,7,1
0,2,0,16,0,0,239865,26,2
0,3,1,10.609763459014367,8,2,2343,69,2
0,1,0,44.64105862456789,0,0,17600,30,0
0,3,0,25,0,0,349203,7,2
0,2,0,39,0,0,28213,13,2
1,1,1,49,0,0,17465,25,2
1,3,1,31,0,0,349244,8,2
0,3,0,30,0,0,2685,7,0
0,3,1,30,1,1,345773,24,2
0,2,0,34,0,0,250647,13,2
1,2,1,31,1,1,31921,26,2
1,1,0,11,1,2,113760,120,2
1,3,0,0,0,1,2625,8,0
1,3,0,27,0,0,347089,6,2
0,3,0,31,0,0,347063,7,2
0,1,0,39,0,0,112050,0,2
0,3,1,18,0,0,347087,7,2
0,2,0,39,0,0,248723,13,2
1,1,1,33,1,0,113806,53,2
0,3,0,26,0,0,3474,7,2
0,3,0,39,0,0,48871,24,2
0,2,0,35,0,0,28206,10,2
0,3,1,6,4,2,347082,31,2
0,3,0,30,0,0,364499,8,2
0,1,0,41.39983106384422,0,0,112058,0,2
0,3,1,23,0,0,3101290,7,2
0,2,0,31,1,1,2079,37,0
0,3,0,43,0,0,7075,6,2
0,3,0,10,3,2,347088,27,2
1,1,1,52,1,1,12749,93,2
1,3,0,27,0,0,315098,8,2
0,1,0,38,0,0,19972,0,2
1,3,1,27,0,1,392096,12,2
0,3,0,2,4,1,3101295,39,2
0,3,0,31.37301854071611,0,0,368323,6,1
0,3,0,23.841697430498307,0,0,1601,56,2
1,2,0,1,0,2,2079,37,0
1,3,0,31.254368965937047,0,0,367228,7,1
1,1,1,62,0,0,113572,80,-1
1,3,1,15,1,0,2659,14,0
1,2,0,0,1,1,29106,18,2
0,3,0,23.77400686110544,0,0,2671,7,0
0,3,0,23,0,0,347468,7,2
0,3,0,18,0,0,2223,8,2
1,1,1,39,1,1,17756,83,0
0,3,0,21,0,0,315097,8,2
0,3,0,27.809808302025772,0,0,392092,8,2
1,3,0,32,0,0,1601,56,2
1,1,0,44.62227411532146,0,0,11774,29,0
0,3,0,20,0,0,3101287,7,2
0,2,0,16,0,0,3,10,2
1,1,1,30,0,0,113798,31,0
0,3,0,34,0,0,2683,6,0
0,3,0,17,0,0,315090,8,2
0,3,0,42,0,0,5547,7,2
0,3,0,10.41858064294616,8,2,2343,69,2
0,3,0,35,0,0,349213,7,0
0,2,0,28,0,1,248727,33,2
1,1,1,37.18451245550502,1,0,17453,89,0
0,3,0,4,4,2,347082,31,2
0,3,0,74,0,0,347060,7,2
0,3,1,9,1,1,2678,15,0
1,1,1,16,0,1,17592,39,2
0,2,1,44,1,0,244252,26,2
1,3,1,18,0,1,392091,9,2
1,1,1,45,1,1,36928,164,2
1,1,0,51,0,0,113055,26,2
1,3,1,24,0,3,2666,19,0
0,3,0,23.77275957324837,0,0,2629,7,0
0,3,0,41,2,0,350026,14,2
0,2,0,21,1,0,28134,11,2
1,1,1,48,0,0,17466,25,2
0,3,1,10.609763459014367,8,2,2343,69,2
0,2,0,24,0,0,233866,13,2
1,2,1,42,0,0,236852,13,2
1,2,1,27,1,0,2149,13,0
0,1,0,31,0,0,17590,50,2
0,3,0,27.695679622148628,0,0,345777,9,2
1,3,0,4,1,1,347742,11,2
0,3,0,26,0,0,349248,7,2
1,1,1,47,1,1,11751,52,2
0,1,0,33,0,0,695,5,2
0,3,0,47,0,0,345765,9,2
1,2,1,28,1,0,3381,24,0
1,3,1,15,0,0,2667,7,0
0,3,0,20,0,0,7534,9,2
0,3,0,19,0,0,349212,7,2
0,3,0,27.902897791259196,0,0,349217,7,2
1,1,1,56,0,1,11767,83,0
1,2,1,25,0,1,230433,26,2
0,3,0,33,0,0,349257,7,2
0,3,1,22,0,0,7552,10,2
0,2,0,28,0,0,34068,10,2
0,3,0,25,0,0,392076,7,2
0,3,1,39,0,5,382652,29,1
0,2,0,27,0,0,211536,13,2
1,1,1,19,0,0,112053,30,2
0,3,1,23.963824002678425,1,2,6607,23,2
1,1,0,26,0,0,111369,30,0
0,3,0,32,0,0,370376,7,1
