survived,pclass,sex,age,sibsp,parch,ticket,fare,embarked
0,3.0,0.0,21.0,0.0,0.0,364858.0,7.0,1.0
0,3.0,0.0,6.0,3.0,1.0,349909.0,21.0,2.0
1,1.0,0.0,23.0,0.0,0.0,12749.0,93.0,2.0
1,1.0,1.0,51.0,0.0,1.0,17592.0,39.0,2.0
0,3.0,0.0,13.0,0.0,2.0,2673.0,20.0,2.0
0,2.0,0.0,47.0,0.0,0.0,30769.0,10.0,2.0
0,3.0,0.0,29.0,3.0,1.0,315153.0,22.0,2.0
1,1.0,1.0,18.0,1.0,0.0,13695.0,60.0,2.0
0,3.0,0.0,24.0,0.0,0.0,371109.0,7.0,1.0
1,1.0,1.0,48.0,1.0,1.0,13567.0,79.0,0.0
0,3.0,0.0,22.0,0.0,0.0,347065.0,7.0,2.0
0,3.0,0.0,31.0,0.0,0.0,21332.0,7.0,1.0
1,1.0,1.0,30.0,0.0,0.0,36928.0,164.0,2.0
0,2.0,0.0,38.0,1.0,0.0,28664.0,21.0,2.0
1,1.0,1.0,22.0,0.0,1.0,112378.0,59.0,0.0
0,1.0,0.0,17.0,0.0,0.0,113059.0,47.0,2.0
0,1.0,0.0,43.0,1.0,0.0,17765.0,27.0,0.0
1,2.0,0.0,20.0,0.0,0.0,2166.0,13.0,0.0
0,2.0,0.0,23.0,1.0,0.0,28666.0,10.0,2.0
0,1.0,0.0,50.0,1.0,1.0,113503.0,211.0,0.0
1,3.0,1.0,26.518427328390676,0.0,0.0,334915.0,7.0,1.0
1,3.0,1.0,3.0,1.0,1.0,3101315.0,13.0,2.0
1,3.0,1.0,26.967707470988913,0.0,0.0,365237.0,7.0,1.0
1,1.0,1.0,37.0,1.0,0.0,19928.0,90.0,1.0
1,3.0,1.0,28.0,0.0,0.0,347086.0,7.0,2.0
0,3.0,0.0,27.717106087537594,0.0,0.0,3236.0,8.0,2.0
1,1.0,1.0,39.0,0.0,0.0,17758.0,108.0,0.0
0,3.0,0.0,38.0,0.0,0.0,3101262.0,7.0,2.0
0,3.0,0.0,27.80199292384577,0.0,0.0,359309.0,8.0,2.0
0,3.0,0.0,15.208616287033493,1.0,1.0,2668.0,22.0,0.0
