survived,pclass,sex,age,sibsp,parch,fare,embarked
0,3,0,26,0,0,7,2
0,3,0,39,0,0,24,2
0,2,0,35,0,0,10,2
0,3,1,6,4,2,31,2
0,3,0,30,0,0,8,2
0,1,0,45.452369983915204,0,0,0,2
0,3,1,23,0,0,7,2
0,2,0,31,1,1,37,0
0,3,0,43,0,0,6,2
0,3,0,10,3,2,27,2
1,1,1,52,1,1,93,2
1,3,0,27,0,0,8,2
0,1,0,38,0,0,0,2
1,3,1,27,0,1,12,2
0,3,0,2,4,1,39,2
0,3,0,28.672709520886073,0,0,6,1
0,3,0,28.520884681571353,0,0,56,2
1,2,0,1,0,2,37,0
1,3,0,21.777560991199152,0,0,7,1
1,1,1,62,0,0,80,-1
1,3,1,15,1,0,14,0
1,2,0,0,1,1,18,2
0,3,0,28.146430406883773,0,0,7,0
0,3,0,23,0,0,7,2
0,3,0,18,0,0,8,2
1,1,1,39,1,1,83,0
0,3,0,21,0,0,8,2
0,3,0,29.15910016704619,0,0,8,2
1,3,0,32,0,0,56,2
1,1,0,37.15896317159148,0,0,29,0
0,3,0,20,0,0,7,2
0,2,0,16,0,0,10,2
1,1,1,30,0,0,31,0
0,3,0,34,0,0,6,0
0,3,0,17,0,0,8,2
0,3,0,42,0,0,7,2
0,3,0,-5.489143925131668,8,2,69,2
0,3,0,35,0,0,7,0
0,2,0,28,0,1,33,2
1,1,1,32.693131956184615,1,0,89,0
0,3,0,4,4,2,31,2
0,3,0,74,0,0,7,2
0,3,1,9,1,1,15,0
1,1,1,16,0,1,39,2
0,2,1,44,1,0,26,2
1,3,1,18,0,1,9,2
1,1,1,45,1,1,164,2
1,1,0,51,0,0,26,2
1,3,1,24,0,3,19,0
0,3,0,28.146430406883773,0,0,7,0
0,3,0,41,2,0,14,2
0,2,0,21,1,0,11,2
1,1,1,48,0,0,25,2
0,3,1,-5.142235552162184,8,2,69,2
0,2,0,24,0,0,13,2
1,2,1,42,0,0,13,2
1,2,1,27,1,0,13,0
0,1,0,31,0,0,50,2
0,3,0,29.1458040110988,0,0,9,2
1,3,0,4,1,1,11,2
0,3,0,26,0,0,7,2
1,1,1,47,1,1,52,2
0,1,0,33,0,0,5,2
0,3,0,47,0,0,9,2
1,2,1,28,1,0,24,0
1,3,1,15,0,0,7,0
0,3,0,20,0,0,9,2
0,3,0,19,0,0,7,2
0,3,0,29.172396322993585,0,0,7,2
1,1,1,56,0,1,83,0
1,2,1,25,0,1,26,2
0,3,0,33,0,0,7,2
0,3,1,22,0,0,10,2
0,2,0,28,0,0,10,2
0,3,0,25,0,0,7,2
0,3,1,39,0,5,29,1
0,2,0,27,0,0,13,2
1,1,1,19,0,0,30,2
0,3,1,23.57417924214741,1,2,23,2
1,1,0,26,0,0,30,0
0,3,0,32,0,0,7,1
